,T0,T1,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T23,T25,T26,T28,T29,T30,T31,T33,T34,T35,T36,T37,T38,T39,T40,T43,T46,T47,T48,T50,T53,T55,T56,T57,T58,T59,T61,T64,T66,T67,T68,T69,T71,T73,T76,T77,T79,T80,T81,T83,T84,T85,T87,T89,T90,T92,T93,T94,T95,T96,T98,T99,T100
2018-05-24,94.687,37.727,345.529,138.5979,95.0961,100.7176,35.5834,99.3024,57.2804,61.4599,120.901,84.2949,80.154,163.823,106.5249,105.4594,142.823,47.6957,163.42,26.5742,28.0229,64.2548,17.6029,66.162,75.6705,37.1668,47.3215,92.7851,61.352,57.7491,46.0414,35.4145,37.0842,209.078,57.3045,2088.28,213.088,129.229,223.753,468.171,49.1842,194.83,44.6973,245.15,143.6921,151.834,44.892,28.0503,55.0328,185.644,99.9867,62.6934,146.0796,60.9979,63.905,230.8304,54.3571,9.1921,35.5918,183.856,50.7732,51.8541,41.7027,46.2449,75.645,87.8073,118.377,98.118,75.8304,56.053,282.016,86.6983,68.2564,46.9226
2018-05-25,93.8423,37.634,346.578,136.972,94.6088,97.2015,35.6507,99.39,54.7867,60.2654,121.641,84.4681,80.508,163.56,106.2069,105.5637,143.544,47.6634,163.108,26.5303,27.859,64.7251,17.4579,65.969,75.3143,36.9023,47.9179,92.8323,61.7459,57.0242,45.6899,35.6306,36.9116,208.112,57.1762,2110.62,210.799,128.6967,225.799,467.115,48.978,194.15,44.7652,243.56,143.2998,152.073,44.995,28.1567,56.1425,185.15,99.8303,62.932,146.8369,61.0543,63.2419,230.6103,54.2364,9.1051,35.8612,183.318,51.5295,52.0699,41.5957,45.397,75.6999,87.9893,118.906,97.999,75.2289,56.8363,277.22,86.2254,68.3226,47.12
2018-05-28,93.8423,37.634,346.578,136.972,94.6088,97.2015,35.6507,99.39,54.7867,60.2654,121.641,84.4681,80.508,163.56,106.2069,105.5637,143.544,47.6634,163.108,26.5303,27.859,64.7251,17.4579,65.969,75.3143,36.9023,47.9179,92.8323,61.7459,57.0242,45.6899,35.6306,36.9116,208.112,57.1762,2110.62,210.799,128.6967,225.799,467.115,48.978,194.15,44.7652,243.56,143.2998,152.073,44.995,28.1567,56.1425,185.15,99.8303,62.932,146.8369,61.0543,63.2419,230.6103,54.2364,9.1051,35.8612,183.318,51.5295,52.0699,41.5957,45.397,75.6999,87.9893,118.906,97.999,75.2289,56.8363,277.22,86.2254,68.3226,47.12
2018-05-29,90.705,37.3858,339.253,135.0121,90.5649,96.5651,35.8861,96.949,54.9875,60.0434,121.32,81.87,80.643,161.941,104.4176,103.7648,141.267,47.1068,160.412,25.4747,27.8746,64.4987,17.3612,64.972,75.2595,36.6549,47.8141,92.502,61.575,54.7496,44.7298,35.4545,36.978,201.046,56.1953,2076.03,206.182,127.8006,223.237,453.827,47.4227,189.87,44.341,242.19,139.8694,151.391,44.832,27.9439,55.9752,183.638,98.2858,63.365,143.1521,61.6905,61.7414,227.0434,54.1961,9.0497,36.1504,177.76,50.5656,51.4496,40.2131,42.7851,75.398,87.1612,119.1,96.59,74.4357,55.7775,274.109,83.3606,67.0649,45.4463
2018-05-30,91.8838,37.696,344.749,136.6292,92.6339,99.5641,36.2645,97.231,56.9457,62.4016,122.98,81.8122,81.245,164.687,105.4528,105.1292,142.322,48.1716,162.821,25.9409,28.1479,65.2303,17.4901,65.538,76.8305,36.5526,48.1253,93.3892,62.6648,55.5578,45.4928,35.8067,37.5486,203.65,56.9012,2098.0,208.135,130.3153,225.79,462.51,47.6031,194.1,44.9773,247.4,142.7706,153.78,44.737,27.9173,56.7061,186.344,98.9701,64.9293,143.2167,61.9966,62.5091,232.0591,54.4859,9.1367,36.4904,179.725,50.7045,51.6743,41.0196,43.65,76.6968,88.6537,120.472,99.017,74.8715,56.8018,277.427,84.7703,68.3037,46.5449
2018-05-31,91.2433,36.9747,338.945,133.5092,91.4883,98.88,36.1551,96.735,56.3934,62.2025,123.461,81.2926,81.481,164.212,104.4841,103.956,140.73,48.0183,161.633,25.6494,28.0542,63.7322,17.3559,64.822,75.3874,36.4332,47.7104,93.2854,62.4667,55.5661,45.2527,35.9347,36.9846,200.735,56.4062,2108.92,205.491,127.3013,222.628,462.458,47.0446,191.53,44.6379,249.28,142.5608,153.251,44.587,27.6512,55.5612,185.038,97.0444,64.4167,138.0728,62.1415,61.8024,228.428,54.2525,9.1367,36.6097,177.672,50.47,50.9461,41.1431,42.9392,77.776,86.4605,119.451,98.534,75.2464,54.5639,273.514,85.4887,67.8971,46.3389
2018-06-01,91.1969,37.0833,343.334,134.9242,92.6766,98.522,36.256,96.628,57.1465,62.6543,123.595,81.4081,82.077,164.916,104.9574,105.3812,140.872,48.8491,163.567,25.9674,28.304,63.9761,17.4364,65.336,75.7984,37.2435,49.3353,95.1258,63.8117,56.0577,45.6813,35.3745,36.9714,202.93,57.2129,2128.94,209.003,131.0108,224.324,466.639,47.5602,192.23,45.0706,251.31,143.9658,156.621,45.391,27.7222,55.209,184.002,98.3249,64.3372,141.656,61.2717,62.2648,232.5359,54.9769,9.2633,36.0069,179.223,50.8956,51.1619,41.7768,43.8555,77.6022,87.2067,119.883,99.492,76.5627,55.1492,275.331,86.189,68.9971,46.9397
2018-06-04,92.3108,37.091,347.194,134.0277,92.7194,97.2572,36.5671,97.4839,56.8202,61.9958,124.969,79.1564,83.264,168.446,105.7633,105.9808,141.81,50.0268,164.772,25.9674,28.4602,64.6119,17.4042,65.585,78.0178,37.1753,49.1193,95.9563,65.6025,56.1077,46.1014,35.1584,37.1704,204.298,57.7721,2125.8,211.312,127.4796,225.504,468.033,47.9211,191.3,43.6454,253.34,143.7195,158.216,45.77,27.7488,55.2266,185.392,99.5761,67.4745,139.9475,60.6999,62.387,230.9587,56.5143,9.287,35.829,178.456,50.9824,51.3057,41.9003,44.1467,77.8034,88.8084,121.24,99.255,76.2924,55.175,276.67,86.7984,70.0117,47.0599
2018-06-05,92.1808,37.2074,346.588,134.476,92.1979,97.6311,36.2476,97.1921,56.5357,61.7738,123.943,79.676,84.818,168.956,106.2513,105.5724,141.155,49.5186,164.887,25.7201,28.4524,64.429,17.5492,65.409,77.2872,37.2521,48.86,96.4471,65.657,55.6244,46.1528,35.0303,37.3761,202.921,57.7812,2140.99,211.904,127.0159,225.32,462.588,47.7664,190.77,44.0441,252.7,145.5259,155.051,46.123,27.5626,54.8567,184.664,99.7912,69.3746,142.6349,60.2006,63.399,231.0688,56.3936,9.3582,35.4133,177.135,51.2169,50.0561,42.1554,43.4873,77.5748,88.7265,121.471,99.119,75.5428,54.5122,278.279,85.8071,70.2204,46.7767
2018-06-06,93.7217,37.5486,357.617,137.552,94.3523,98.1482,36.5419,99.1079,56.8035,62.8304,124.059,78.7522,84.788,170.409,106.9981,106.7109,143.722,49.9542,167.066,26.5327,28.4055,64.76,17.9251,65.86,77.2324,37.7554,49.2921,96.7302,65.6768,56.8492,46.2385,34.3261,37.3628,206.378,58.2488,2153.78,215.358,126.9446,229.21,480.308,48.6085,193.99,44.8924,253.95,148.8136,156.604,46.283,28.6179,55.1033,184.496,100.4852,68.8443,146.4213,58.904,63.9399,235.2409,57.931,9.469,34.7086,177.496,51.9637,51.3956,42.6081,44.455,78.5899,89.6274,123.216,99.297,76.0484,56.0185,278.184,87.726,70.8842,47.7036
2018-06-07,94.1951,38.014,354.701,137.3587,94.7285,100.996,36.5251,99.6525,58.1424,63.4582,123.292,79.5605,84.465,172.68,107.4787,107.1801,150.006,50.0026,168.058,26.5768,28.4914,65.9881,18.156,66.255,77.5886,37.235,48.2982,95.2107,65.1195,57.0325,46.1785,34.5581,37.615,207.462,57.9187,2131.98,213.572,126.8019,229.514,477.94,49.5365,195.57,44.6379,247.51,146.5209,156.39,46.159,28.3784,55.2706,189.079,100.1919,69.242,146.5136,59.1778,64.0097,235.8827,57.8747,9.5164,34.7642,178.677,52.6584,51.3687,42.6575,44.652,78.5442,90.3372,122.858,98.593,75.5166,55.9669,279.957,87.9988,70.8936,47.7465
2018-06-08,93.7495,38.1459,355.635,136.5062,94.9936,100.5824,36.9539,101.121,58.1005,64.0095,123.649,80.4266,84.2,174.581,108.0554,107.8145,149.501,50.4785,169.304,26.5062,28.632,67.2249,18.1667,66.271,77.0497,37.09,47.5808,95.9186,64.9659,57.0492,47.2501,34.6382,38.2918,207.409,58.0013,2136.54,214.124,128.8707,231.081,478.175,49.4592,196.01,45.096,251.21,146.5759,157.244,45.739,28.4494,55.7814,190.19,100.6807,68.9504,145.1007,58.8879,63.8177,238.5418,57.8827,9.5718,34.8575,178.439,52.3284,50.8832,42.8385,44.455,78.7271,91.2017,123.298,98.941,75.996,56.8363,280.27,88.1898,71.0264,47.7895
2018-06-11,93.9352,38.239,357.021,137.3675,94.7542,101.4733,37.1053,101.4808,58.9876,63.6267,124.595,80.7153,84.456,175.734,108.3808,106.5979,147.359,50.2769,168.099,26.5503,28.3431,67.5298,18.3547,66.561,76.9949,37.2691,47.1227,95.3712,64.5548,56.7492,47.2586,34.286,38.6501,208.031,57.8729,2124.29,214.44,130.2885,233.939,477.871,49.5795,195.33,45.0621,251.0,147.2545,157.508,45.627,28.3784,56.1425,190.881,100.9153,69.8695,144.6943,58.0825,63.8439,240.2107,57.8183,9.5164,34.5463,177.664,52.0418,50.7753,42.3447,44.3437,78.5259,91.4565,123.089,99.153,75.4817,57.6196,277.653,87.5441,70.7324,47.6435
2018-06-12,93.4989,37.8589,356.713,138.4133,94.207,101.0915,37.3407,101.4614,58.1005,63.106,125.933,80.7153,84.938,177.204,108.5952,106.4936,147.572,50.3656,167.935,26.409,28.3431,67.2772,18.446,66.395,76.8122,37.4824,47.382,95.6165,65.0402,56.3326,46.77,34.7662,38.4046,206.733,57.6804,2132.0,215.042,130.2796,233.755,476.174,49.5537,195.27,45.0706,252.59,147.9607,157.9,45.877,28.7154,56.1249,191.236,100.8371,69.8783,145.5347,58.3725,63.8701,243.475,57.6976,9.5797,34.9932,174.845,51.9202,50.7753,42.1636,43.9497,78.1875,91.4565,123.872,100.417,75.5689,57.1117,274.053,87.5532,70.4479,47.532
2018-06-13,92.8399,36.7652,350.197,135.97,94.0189,101.0835,37.1473,103.387,58.2595,62.4093,121.757,80.1956,85.243,176.324,108.2107,106.5718,147.439,50.4866,167.911,26.356,28.2806,66.6065,17.3022,65.923,76.8031,37.5421,47.5635,95.1824,64.9957,56.066,47.1667,35.0383,38.106,207.8,57.4145,2106.36,213.463,128.6567,233.1,463.171,49.2529,194.55,45.3505,256.13,147.1628,156.715,45.5,28.6622,55.5348,190.517,100.3092,68.9504,141.6098,58.1872,63.4949,241.0818,57.3837,9.5085,34.9331,176.008,51.4253,50.5326,42.0402,44.1895,78.3979,90.5101,121.15,99.56,74.828,58.8849,273.349,87.3168,70.2773,47.3431
2018-06-14,92.5985,37.091,348.82,134.5902,92.3603,100.6381,36.9691,105.7599,57.0127,62.7002,123.444,78.7522,86.193,175.761,107.3604,106.3806,147.855,50.0395,166.878,26.0557,28.2337,66.1884,17.4633,65.923,76.5291,38.1222,48.0043,95.7204,66.1128,55.1245,47.2529,35.3825,38.0858,207.64,57.7171,2123.06,213.829,129.2452,235.368,455.503,48.8061,192.5,45.4947,258.1,148.1533,158.515,45.524,29.9925,55.755,191.46,100.3288,68.2434,138.6916,59.1617,63.5996,241.5952,57.7325,9.4057,35.3066,172.484,51.6337,51.2608,41.9167,43.9412,78.9741,90.2371,122.306,99.441,75.4643,59.496,270.079,87.5623,70.8367,46.9827
2018-06-15,91.4476,37.2772,344.451,131.8481,92.2492,98.6732,37.4272,105.8571,54.6947,61.7585,123.631,77.4708,85.799,176.526,107.5009,106.5544,147.333,50.4216,167.976,25.8614,28.3899,67.3991,17.8016,65.907,76.4469,37.7468,47.6326,94.5029,65.7041,55.2745,47.6064,35.5586,38.818,206.102,57.6712,2141.45,213.088,131.1,236.802,456.513,48.9178,191.76,46.4872,251.82,146.9702,157.849,45.057,30.0457,57.0055,193.513,100.0062,68.2699,137.371,59.8382,63.0587,242.5855,56.986,9.3978,35.4667,172.467,51.981,51.3417,42.2871,43.8127,79.4588,90.2553,122.627,99.085,75.6474,60.331,269.688,88.4536,71.9178,47.1887
2018-06-18,91.4011,36.8118,341.429,130.6705,92.4885,100.2085,36.9437,104.1163,55.7323,61.881,124.026,76.8883,86.19,176.658,106.828,105.4333,147.174,49.5762,167.321,25.9674,28.2337,66.0578,17.2861,66.208,75.8075,37.7127,45.9991,95.1918,65.662,55.6161,47.8996,35.6706,38.0187,205.631,57.5887,2145.22,210.145,130.6809,235.775,459.141,49.1842,191.11,45.5117,255.69,145.3287,156.945,45.033,28.8928,55.755,192.477,98.9896,68.155,136.4844,59.9268,62.9366,241.7695,56.0367,9.4848,35.6601,172.616,51.4079,51.4406,42.2048,43.4787,78.7546,89.7184,123.044,99.085,75.1854,58.3082,269.149,88.6082,71.6997,47.2745
2018-06-19,90.1666,37.6184,328.32,125.9421,91.9499,99.8664,36.9861,103.1827,55.4478,61.7891,124.788,75.4321,86.739,175.356,106.3992,106.5197,146.014,49.6087,163.403,25.8437,28.2806,66.4846,17.3935,64.941,76.3647,37.38,45.7484,95.1918,64.4433,55.6411,47.8565,36.0628,38.1463,202.903,57.1487,2139.26,207.292,127.3459,234.063,458.332,49.2701,190.35,45.5032,251.74,142.4307,158.856,44.305,29.0968,56.3627,193.709,97.7776,67.6689,131.3959,60.9415,61.5582,236.928,57.5621,9.4057,36.2358,167.966,50.9737,51.6294,42.5093,42.7508,79.4039,89.3271,123.305,97.43,75.4992,60.9163,263.062,87.6169,70.4195,47.2745
2018-06-20,89.4983,37.3004,329.831,125.7927,91.9414,99.6676,36.6977,104.2039,56.4604,61.5977,126.098,75.0243,87.504,175.241,105.4601,106.0591,143.881,49.8119,162.33,25.8261,28.468,66.0665,17.184,65.102,76.3647,37.3118,46.2065,96.1451,64.9734,56.141,47.6064,36.0548,38.1194,202.459,56.9654,2145.77,206.176,127.8363,233.869,458.306,49.2959,189.5,46.0207,251.24,142.1648,159.129,44.498,29.6111,56.2746,194.129,96.9076,66.6261,133.3076,61.3603,61.4099,230.5461,57.9841,9.3899,36.1692,168.591,51.0519,46.9456,42.1966,42.7251,78.91,89.5819,125.311,96.438,75.0807,61.6307,263.357,87.0348,70.8557,46.7595
2018-06-21,89.6932,37.7193,324.99,122.6288,91.9157,97.5197,36.5535,102.9785,54.4855,61.0158,127.121,74.3253,86.511,176.324,104.4398,105.5463,142.084,49.7306,160.232,25.8702,28.3431,66.5804,16.9692,64.126,76.9127,36.817,45.1088,95.4561,63.6853,56.3493,46.7786,36.2468,38.0791,201.712,56.6078,2122.49,203.944,127.6045,233.018,456.913,49.1069,188.86,45.7577,248.83,142.9443,158.685,44.25,29.079,55.9135,195.977,95.7053,67.2889,131.1466,61.9402,60.3717,226.2273,58.0328,9.2633,36.3181,165.975,51.0171,45.5072,41.9661,42.6395,78.718,90.1461,126.354,96.242,75.2289,61.1831,261.201,86.6347,70.116,46.6651
2018-06-22,90.2502,38.5957,326.193,122.9891,90.411,99.5164,36.6892,103.4161,56.7198,62.3097,128.144,76.0146,85.784,173.771,104.462,106.7543,145.642,49.9664,161.035,25.6052,28.507,67.4427,17.0176,64.848,77.4698,36.8511,45.3768,94.7671,62.1595,55.991,46.9597,36.663,38.3008,200.859,56.782,2102.85,206.127,128.3624,235.312,454.963,48.7632,188.91,46.7757,243.63,145.0261,157.969,44.121,29.9836,56.9175,197.041,97.064,67.2005,132.2178,62.359,60.9562,222.2742,57.6676,9.2158,36.5248,166.812,50.8,46.0646,41.7768,41.8687,78.5808,89.3817,128.867,96.48,75.6735,62.13,260.331,86.4073,69.6324,46.296
2018-06-25,91.4661,38.4716,318.772,120.0361,89.5903,97.5356,36.9691,101.5781,55.3474,61.054,127.543,74.2671,83.158,172.865,102.6209,106.537,141.447,49.6494,160.461,25.1548,28.4055,67.7563,17.0283,64.713,78.9768,36.0749,43.8296,92.8606,59.2293,54.7829,46.7528,37.2953,38.3344,196.878,55.7094,2050.52,202.355,125.937,231.926,448.349,47.8351,186.73,46.377,239.68,141.963,158.148,43.465,29.3717,57.3402,197.648,96.6339,67.9075,128.9671,63.6878,60.3281,215.618,57.7244,9.0972,36.9917,166.565,49.5409,45.5432,41.6287,41.0466,78.4436,88.135,127.83,93.51,75.6125,61.4844,259.801,85.9253,68.6083,46.3132
2018-06-26,91.1598,38.239,318.868,119.1221,89.6501,98.7687,36.7571,101.3933,56.3516,61.7431,128.458,80.0337,84.554,172.847,102.8353,106.3285,142.421,49.3567,161.1,25.2078,28.4055,67.9392,16.98,65.248,78.5293,36.2967,42.9307,93.5119,59.9402,55.2495,46.2526,36.8871,37.6828,196.913,55.7461,2040.38,202.582,125.9637,231.057,444.615,47.4141,186.44,46.5806,242.25,141.4036,157.491,44.004,29.0702,57.3666,196.099,96.888,67.4568,128.9671,63.4543,60.1536,217.7509,57.0023,9.113,37.0739,166.301,49.0199,45.2915,41.3159,40.9267,77.84,88.3898,128.531,92.976,75.7171,60.09,260.07,85.2523,68.8074,45.8583
2018-06-27,89.9995,38.2467,317.444,118.3048,88.2651,100.2324,36.5365,101.1016,57.5231,62.5624,128.62,81.3152,83.026,171.667,101.6523,105.6854,139.332,48.6739,159.74,24.9428,28.2728,67.6692,16.9961,64.583,79.3605,36.109,42.1442,92.0584,58.3871,54.5413,45.5973,37.0792,37.6089,195.669,55.4528,2001.5,200.824,124.6707,229.577,438.244,46.572,184.91,46.2073,237.68,142.6417,156.587,43.94,28.6356,56.9879,196.043,95.9399,67.934,128.7177,64.0422,59.8046,211.2234,55.6959,9.0339,37.3652,163.738,47.9083,44.806,41.0114,40.4129,77.4376,87.6435,127.428,91.966,74.5229,60.2965,256.331,83.97,67.66,45.7296
2018-06-28,90.0088,39.4489,322.093,119.5527,89.71,99.9619,36.8758,101.8893,57.247,62.7615,129.436,80.558,85.073,171.835,103.5451,106.0243,138.358,49.0153,160.601,25.3226,28.3899,67.9827,17.2861,64.707,78.4197,36.6293,42.5677,93.0872,59.6603,55.7244,45.8991,37.0872,38.4821,198.549,56.1678,2019.49,203.026,125.4733,226.552,436.712,46.658,187.09,46.9114,239.81,143.6871,156.424,44.26,28.9371,57.1817,194.81,96.5567,66.8117,129.3952,63.8086,59.8395,208.3918,57.0672,8.9231,37.0828,165.103,48.5423,43.6373,41.0859,41.3549,78.1875,87.3614,127.644,89.844,75.2551,56.6211,256.731,84.0791,67.9919,46.03
2018-06-29,90.9649,39.0223,322.92,119.2364,89.0858,100.5744,37.2067,101.9282,58.2595,63.3434,129.355,79.2765,84.99,171.738,103.2937,105.4507,138.685,49.3405,161.215,24.8987,28.3274,67.9914,17.2431,64.931,78.2279,36.7061,42.9653,93.0683,58.6794,55.7577,45.718,37.0632,38.1463,196.016,55.9111,2027.09,204.537,126.3382,226.959,434.336,46.34,186.65,46.9453,243.81,145.0352,157.491,44.167,29.0968,57.076,195.062,96.6154,67.2712,129.7479,63.6878,60.3193,208.7504,57.481,8.757,37.1317,164.196,48.7333,43.916,41.4171,40.5927,78.0412,86.9701,126.884,90.141,74.6275,55.3902,256.896,83.5789,75.5592,47.5835
2018-07-02,91.8931,39.1077,323.469,119.7813,89.8382,98.8402,37.1134,102.4339,57.3976,62.6007,129.804,77.8785,85.689,170.787,103.412,105.6593,138.845,49.1454,160.232,24.9781,28.3665,68.0524,17.2968,64.931,76.7209,36.5185,43.3888,94.3896,60.0021,55.9577,46.0112,37.5354,37.5283,198.406,55.9203,2047.94,202.987,127.5777,228.938,434.754,46.4775,187.83,46.8181,243.26,145.1544,158.088,44.661,29.5874,56.8734,194.138,96.0769,66.9619,131.0101,64.2355,60.5811,210.8925,57.838,8.7807,37.5719,165.041,48.7854,44.1048,41.74,40.8668,78.5259,86.3331,126.503,89.844,74.9936,56.096,260.105,85.2887,74.298,48.3388
2018-07-03,90.8164,39.3248,320.437,117.6192,88.5814,99.2221,37.317,101.1794,58.2093,62.9682,128.332,77.8785,84.698,170.435,103.1976,106.6413,138.5,49.3486,160.486,24.5365,28.3821,67.8521,17.5653,64.874,77.1228,36.399,42.7579,93.4835,58.6645,55.0412,46.2785,37.6154,37.9246,195.847,55.7461,2060.23,203.293,125.937,228.476,427.591,45.7042,186.02,47.2083,242.01,144.1457,158.447,43.883,29.516,56.9527,193.326,96.4098,67.7219,130.1562,64.2757,59.9965,209.256,57.8786,8.6937,37.4719,167.085,48.0473,43.8441,41.3757,40.2673,79.1204,86.506,127.599,89.743,74.95,55.5193,260.401,84.5247,72.335,47.6865
2018-07-04,90.8164,39.3248,320.437,117.6192,88.5814,99.2221,37.317,101.1794,58.2093,62.9682,128.332,77.8785,84.698,170.435,103.1976,106.6413,138.5,49.3486,160.486,24.5365,28.3821,67.8521,17.5653,64.874,77.1228,36.399,42.7579,93.4835,58.6645,55.0412,46.2785,37.6154,37.9246,195.847,55.7461,2060.23,203.293,125.937,228.476,427.591,45.7042,186.02,47.2083,242.01,144.1457,158.447,43.883,29.516,56.9527,193.326,96.4098,67.7219,130.1562,64.2757,59.9965,209.256,57.8786,8.6937,37.4719,167.085,48.0473,43.8441,41.3757,40.2673,79.1204,86.506,127.599,89.743,74.95,55.5193,260.401,84.5247,72.335,47.6865
2018-07-05,91.7852,39.7747,320.678,119.3594,89.1574,98.6255,37.8853,102.4436,57.6821,63.0218,130.701,78.228,84.987,171.13,104.5729,108.6315,139.243,50.1046,161.723,24.6602,28.7881,68.9931,17.5062,64.889,77.2415,36.5882,43.8642,94.1536,60.1235,55.4578,46.4941,38.0636,38.7105,196.167,56.2228,2069.15,204.744,126.8465,231.732,428.192,45.7128,187.5,47.8064,244.18,148.4559,159.854,44.236,29.5428,58.0888,195.212,96.7917,67.6512,129.6551,64.92,60.3542,210.1478,59.0795,8.7412,37.4674,167.032,49.8274,43.7002,41.3426,39.9932,79.1661,86.9246,128.606,90.192,75.327,56.0271,260.166,84.2701,72.5911,47.4118
2018-07-06,91.7758,39.9298,322.083,119.0078,89.4496,98.7527,37.8684,102.7181,58.2846,63.0371,130.827,80.6745,85.532,171.192,105.3492,109.2832,141.102,50.5598,161.822,24.7573,28.9755,69.0802,17.5492,65.123,77.1867,36.7171,44.4001,95.475,61.2629,55.941,46.8821,38.2236,39.1538,197.1,56.9837,2086.93,204.596,127.5688,231.973,427.939,45.7128,187.56,48.3276,248.19,150.4368,162.968,44.849,29.9531,57.9302,195.66,97.2518,67.8633,129.9149,65.7334,60.4415,209.8628,61.0269,8.7491,37.8609,167.156,50.2269,44.0329,41.5744,40.3272,79.9252,87.4888,128.971,89.972,75.9583,57.2236,260.166,84.4883,72.5247,47.9697
2018-07-09,93.0707,39.8122,329.09,123.8944,92.2175,100.2244,37.6648,103.9337,59.4143,63.4735,127.57,81.2569,86.951,172.6,106.7615,109.544,141.562,50.4134,164.338,25.6582,29.0145,67.8172,17.5328,65.788,78.4836,36.6827,44.8236,96.1262,61.7384,57.4408,47.9082,37.1112,38.9725,202.61,57.2404,2081.65,209.168,129.3433,234.665,438.74,46.4947,189.64,48.2337,249.77,151.1429,165.665,45.472,29.9352,57.2433,196.892,97.4183,68.7206,134.0357,63.3335,61.8024,215.9949,62.1872,8.8598,36.7516,169.546,50.4006,44.8599,42.5349,41.4577,80.3642,88.2351,128.337,92.144,76.3967,58.2221,266.505,87.817,73.2833,48.725
2018-07-10,93.0707,40.2829,334.133,124.1405,91.6502,101.4972,38.1483,103.9435,60.0336,64.0555,128.79,82.5384,87.154,173.947,106.9981,110.6998,142.164,50.641,165.116,25.4639,29.2254,69.5244,17.7237,65.985,79.6527,36.8461,45.0829,96.381,62.7292,56.8492,47.822,37.8875,39.4695,201.597,57.5796,2064.04,211.469,128.5051,236.395,439.463,46.426,189.9,48.003,248.63,152.6653,166.961,45.417,29.739,57.8862,197.601,98.0645,69.1978,134.1563,64.0422,61.9333,216.6569,62.2765,8.8994,37.2229,170.661,50.6871,45.3274,42.5184,41.1922,80.5288,90.1006,128.852,92.076,76.6247,58.7386,268.549,87.3168,73.5583,48.5962
2018-07-11,93.434,40.2829,327.819,120.1943,91.4525,98.2595,37.9956,105.9139,58.6194,63.2362,128.673,81.4899,87.75,173.366,107.1682,109.7091,140.394,50.3159,162.002,25.3314,29.0536,68.9495,17.3801,64.853,79.0316,36.5968,44.2531,96.2489,61.3124,56.5826,47.0459,38.2317,39.4225,200.539,57.3595,2052.85,207.035,125.4644,235.516,437.696,45.876,189.91,47.6355,248.12,150.4551,164.794,44.828,30.1226,57.4547,196.901,96.5077,68.5615,131.2514,64.7348,60.2583,211.6555,61.6842,8.757,37.4385,169.519,49.758,45.0757,42.4438,40.8924,80.0807,89.7366,127.584,91.075,76.5107,57.9294,266.592,86.6892,73.3592,48.1242
2018-07-12,94.2258,40.2045,333.045,122.5321,91.8479,98.8482,37.8938,106.1198,59.7909,63.3128,128.987,81.4899,89.831,174.247,108.2846,111.03,140.836,50.9337,163.346,25.4109,29.2956,68.7144,17.5765,66.136,79.0225,37.465,45.2471,98.3347,62.2289,57.0825,46.8217,38.3997,38.9658,201.926,57.7739,2057.11,209.405,125.0809,236.866,440.977,45.9705,189.96,48.5413,254.87,152.1334,165.588,45.579,30.8183,57.393,199.767,97.5358,67.6071,130.676,64.8314,61.2703,213.9264,62.9662,8.7412,37.4563,171.404,50.6437,45.1746,42.5266,41.1237,81.3154,89.4545,127.972,92.093,77.0456,58.5234,272.444,86.6165,73.3687,48.0899
2018-07-13,93.6203,40.3379,337.627,123.701,91.4267,98.6732,37.9532,107.8354,60.2512,63.7875,128.512,80.9075,90.652,174.898,107.878,109.4397,140.296,51.1206,164.87,25.2166,29.3034,69.0802,17.2711,67.257,80.1003,35.9176,45.1347,99.505,61.7558,55.8244,46.77,38.3837,39.2949,201.206,58.0686,2031.44,208.546,124.7867,239.318,441.343,45.5667,190.96,48.584,258.59,152.9679,167.149,45.651,30.9521,57.9038,202.119,97.1246,68.6852,127.6875,64.9281,61.5756,214.9009,62.7877,8.6858,37.6853,170.608,50.7045,46.4062,42.154,41.175,82.0471,90.6193,128.002,92.466,77.4752,59.0743,276.844,86.0253,73.3781,47.5148
2018-07-16,93.7973,40.4791,342.738,121.3544,95.0542,97.83,37.9447,108.0314,59.0629,63.1596,127.193,80.9657,91.125,175.065,107.5526,108.3621,140.535,50.8768,164.813,26.303,29.1863,69.2718,17.3965,66.982,80.0455,36.5366,44.9532,99.0142,61.4784,57.8741,47.227,38.1836,38.3814,205.676,56.8899,2020.0,206.176,123.8504,237.727,438.618,46.1424,192.0,48.2166,254.68,153.188,166.27,45.551,31.1929,57.7893,200.542,96.1161,68.2345,126.4717,65.0569,60.4676,211.6188,62.6903,8.583,37.6808,169.51,50.6698,45.7949,42.477,41.8773,81.4617,90.6648,127.234,93.892,76.9228,58.7386,277.436,87.2258,73.729,48.9138
2018-07-17,94.2258,40.3536,343.488,122.119,94.9854,96.9788,38.3858,108.1295,58.8118,63.0218,127.561,79.7425,92.197,177.019,106.096,112.2033,141.394,50.828,165.6,26.5062,29.3971,69.7073,17.3201,67.881,80.5478,36.399,44.7285,99.9958,62.8382,57.7824,47.1753,38.1356,38.5224,205.303,57.8292,2030.52,208.388,123.2886,231.538,439.419,46.4431,190.41,48.3875,258.31,153.0229,165.451,45.679,30.5685,58.1084,200.682,97.4966,68.2875,128.0773,64.9522,60.616,212.5106,62.6416,8.5909,37.8387,170.236,51.1561,46.1006,42.477,42.1171,81.919,91.229,127.1,94.248,77.4138,58.4803,276.088,87.2895,73.4635,48.5447
