,T0,T1,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T23,T25,T26,T28,T29,T30,T31,T33,T34,T35,T36,T37,T38,T39,T40,T43,T46,T47,T48,T50,T53,T55,T56,T57,T58,T59,T61,T64,T66,T67,T68,T69,T71,T73,T76,T77,T79,T80,T81,T83,T84,T85,T87,T89,T90,T92,T93,T94,T95,T96,T98,T99,T100
2017-02-21,72.8331,36.0845,164.17,83.5801,75.7139,84.7056,33.4311,105.3478,39.2233,59.7309,96.737,169.0632,42.822,123.381,126.6548,99.9708,109.093,50.8026,145.918,21.3785,25.0356,76.7383,21.0076,56.774,62.841,27.9162,30.5319,59.36,27.371,49.4342,52.9377,36.3245,46.6544,219.555,40.2001,1647.0,155.863,94.621,145.331,328.12,39.9386,168.92,44.9556,119.63,104.8526,142.505,31.985,32.8693,62.7023,156.434,82.1758,55.7098,98.9133,60.3387,52.22,177.1802,53.8136,9.3025,27.3546,163.522,46.5285,50.4751,44.1793,38.9322,71.084,68.6598,130.102,87.908,68.2971,66.4081,222.545,82.5369,53.3661,48.2931
2017-02-22,72.7329,36.2597,163.983,83.6653,75.7555,83.6896,33.544,105.4531,38.3839,59.0306,96.598,168.0107,42.781,123.577,127.2802,99.8538,108.931,50.6552,148.043,21.3871,25.0133,76.5458,20.9371,56.855,63.0697,27.8835,30.1557,59.2403,27.329,49.4913,53.2883,36.8587,46.6228,219.529,40.2001,1651.74,155.264,93.9307,145.331,328.633,39.762,169.61,45.4234,119.47,104.3918,142.068,32.081,32.9127,62.9679,156.053,82.2243,55.4826,98.9493,60.9338,51.926,175.7926,53.4563,9.2879,27.393,163.78,46.8155,50.5015,44.2673,38.8987,71.7121,68.2598,129.778,86.195,67.5002,66.7412,222.763,82.5724,54.1848,48.3843
2017-02-23,72.906,36.7269,165.385,81.4076,75.8138,84.1748,33.5924,105.0797,38.5469,59.6506,97.625,167.6199,42.61,123.118,127.6315,101.6751,109.289,51.0896,148.958,21.2059,25.3633,76.2863,21.1183,56.567,62.7179,27.8426,30.2476,59.4797,24.795,49.4913,53.4469,37.3703,47.1675,219.058,40.5484,1637.26,155.961,92.0585,147.169,328.549,39.8041,170.15,45.768,118.83,104.6311,143.221,31.945,32.6611,63.7819,155.47,82.5443,54.6748,97.2167,61.7272,50.9097,173.3892,53.8757,9.2072,27.5487,162.409,46.8483,50.5629,44.3393,38.9489,73.0212,67.371,129.982,85.762,68.4497,67.324,221.866,83.0347,53.394,48.4921
2017-02-24,72.6418,36.9386,165.928,81.3479,75.1482,83.4925,33.6891,105.6447,38.335,59.1401,98.225,168.5691,42.262,124.173,127.4207,103.2142,109.613,51.3301,149.133,20.904,25.5122,76.2193,21.3247,56.754,63.6678,28.0716,30.5402,59.4797,25.0343,48.6259,53.1213,37.9948,47.1485,215.71,40.7985,1631.62,156.207,93.4859,147.585,327.329,39.5938,170.22,46.3179,119.31,104.6754,143.673,31.976,32.8693,62.8479,156.982,83.4654,55.9622,98.0199,62.5283,50.8005,175.1396,54.3184,9.1412,28.1445,163.556,46.9138,50.4225,44.0992,38.0709,73.3043,67.6376,129.49,86.652,68.6955,67.8402,222.83,82.3235,53.8313,47.9283
2017-02-27,73.0153,36.4568,167.789,83.0178,75.2314,84.7283,33.6004,105.5585,38.5958,59.4756,98.617,167.1732,42.432,123.62,126.0506,102.9366,108.995,51.0896,148.735,21.1973,25.5271,76.0853,21.0529,56.93,63.0961,28.0225,30.5235,59.1207,25.7622,49.0015,53.4302,37.8218,47.2499,217.436,40.602,1632.01,155.716,93.2776,149.685,328.877,39.6107,170.63,46.4164,118.78,105.0388,144.966,32.039,32.557,62.2481,157.035,83.5139,56.2987,98.823,62.452,50.7585,176.2823,54.7533,9.2805,27.9103,164.22,46.9469,49.8084,44.2513,38.3301,73.4724,67.922,130.924,87.1,68.4582,67.7819,227.199,83.2569,53.6731,48.1356
2017-02-28,72.9151,36.2305,168.537,82.3533,75.3895,85.297,33.8343,105.4244,38.7669,59.3151,99.878,166.4473,42.252,123.288,126.3457,102.7769,109.561,51.1052,148.29,21.2922,25.408,76.236,21.0378,56.799,62.3837,27.9571,30.2643,58.8906,25.0393,48.83,53.3634,38.2356,47.4589,216.894,40.2626,1724.13,154.93,93.6594,149.685,325.899,39.6359,171.42,46.5395,118.34,105.2071,145.295,32.053,32.4616,62.5309,156.646,82.9515,49.4497,98.805,62.9784,50.4813,175.0217,54.7378,9.1852,28.1531,163.711,46.74,49.8874,44.0192,38.188,73.2512,66.1,129.568,86.309,68.5938,67.0909,224.854,83.4347,53.18,47.9863
2017-03-01,74.6091,36.3619,171.978,83.9891,77.8686,86.3433,33.9955,106.3342,39.9731,60.5551,99.052,168.5691,42.654,124.794,127.8423,104.1645,110.763,51.3689,151.083,22.0667,25.6314,76.7299,21.1636,57.369,61.9615,28.1698,30.0386,59.7742,25.3625,50.2424,53.9562,37.6638,47.8897,220.96,40.7181,1733.18,157.032,95.5423,152.002,334.605,40.7794,177.28,46.9252,120.35,106.6695,146.702,32.708,32.6091,62.9422,157.247,84.6096,48.6587,100.3661,62.5054,51.1364,179.0485,54.5125,9.3025,27.8114,165.954,47.1786,50.1242,45.1477,39.1412,74.1712,72.3927,128.247,87.215,69.5772,67.1908,226.372,85.4437,53.915,49.5201
2017-03-02,72.9515,36.486,171.118,80.3937,76.654,85.949,34.2455,105.9032,39.2885,60.7593,99.896,168.5691,42.445,125.874,126.8445,103.9711,110.059,51.2681,151.107,21.833,25.6984,76.1021,21.1787,56.87,62.2342,28.1289,30.0219,58.9182,24.4274,49.4995,53.3467,37.8594,47.9657,219.517,40.8074,1734.37,156.423,94.6225,151.432,331.507,40.3506,175.89,46.6626,119.9,105.2692,146.562,32.514,32.4876,63.1821,157.353,83.989,48.7597,98.8501,62.8334,50.6577,176.5907,54.7766,9.2805,28.1402,164.781,46.649,50.1067,44.4034,38.698,73.3397,71.4595,127.277,86.464,69.5094,67.732,225.2,83.8525,53.943,48.6745
2017-03-03,72.7511,36.5663,170.36,81.0412,77.2031,86.0931,34.2536,106.5257,38.9707,60.1466,100.644,168.1782,42.494,125.755,126.5073,104.1056,109.776,51.656,150.645,22.0148,25.7058,75.7589,21.1485,56.693,61.5921,28.0471,30.0135,59.1391,24.2867,49.8016,53.6139,37.897,47.8707,221.117,40.4145,1735.1,157.366,94.5965,152.237,330.254,40.3169,175.68,46.9908,120.04,104.919,148.315,32.706,32.2881,63.0536,150.528,84.1926,48.2549,100.0142,62.4901,50.7081,176.2642,54.9397,9.2732,28.1101,163.573,46.7069,50.0892,44.4594,39.1579,74.1093,72.5971,126.054,86.447,69.3992,67.4572,225.849,83.5058,52.9164,48.8237
2017-03-06,72.405,36.5225,169.191,81.5013,76.471,85.805,34.0117,105.9798,39.3782,60.4165,99.809,167.5082,42.331,125.176,126.8024,104.0383,109.887,51.5707,150.319,21.8503,25.5793,75.65,21.1234,56.35,61.4602,27.9653,29.7376,59.1575,24.0992,49.2137,53.2465,37.7992,47.877,220.348,40.3073,1730.21,154.959,94.9523,152.69,328.13,40.2749,175.4,46.7528,120.15,105.035,147.706,32.603,32.479,63.2249,147.407,83.4751,47.2031,100.0232,62.4596,50.6745,175.9014,54.4582,9.1779,28.0758,164.686,46.7152,49.7207,44.2513,38.9405,74.1535,72.0105,125.633,86.586,69.1279,67.3157,225.816,82.6702,52.9817,48.5916
2017-03-07,72.4779,36.0918,170.21,81.7313,76.0467,84.7738,33.8585,106.1618,38.8892,60.1904,99.8,166.7265,42.301,124.988,126.7391,104.1392,109.922,51.175,150.47,21.8157,25.3112,75.5831,21.0831,56.663,61.4514,27.9735,29.9299,59.2772,24.3632,49.3933,52.971,37.9196,48.2064,219.377,40.1912,1736.46,154.517,94.0238,152.328,326.174,40.0815,175.3,46.2276,119.98,105.9807,145.994,32.645,32.4616,63.1649,147.646,83.4557,46.3953,99.4818,62.3223,50.5821,174.9582,53.6039,9.1339,28.0779,165.143,46.9469,49.2997,44.0432,38.7398,73.1893,71.8505,124.572,86.211,69.0092,67.2824,226.929,82.5102,52.7764,48.3346
2017-03-08,71.9861,35.8874,169.949,79.4309,75.8803,83.1058,33.8585,106.1426,37.4141,59.1036,98.53,166.3915,42.525,125.759,126.0857,104.3663,109.939,51.0508,150.804,21.859,25.2516,75.4575,21.0277,56.395,61.8412,27.8262,29.7794,59.8202,24.3188,49.8914,52.9627,37.4456,48.0417,218.8,40.5127,1743.49,154.753,92.5921,152.541,325.497,40.5187,174.97,46.8759,119.6,105.7844,146.324,32.523,32.1927,62.6851,146.974,83.989,46.2944,99.6893,61.2771,50.2209,174.9673,54.132,9.1852,27.8179,164.203,47.8076,48.8961,43.9152,38.79,73.782,72.2861,122.745,86.284,69.7044,67.4739,225.816,82.1369,52.7391,48.2599
2017-03-09,72.2229,35.975,168.855,77.8633,76.1798,83.4318,33.8907,106.3246,37.8787,59.5704,98.321,165.6098,42.65,125.502,124.4908,105.9221,109.982,51.1207,151.115,21.9369,25.3559,75.6249,21.1133,56.486,61.8944,27.8671,29.9467,59.5809,24.3139,50.2506,52.7707,37.2424,48.2634,218.748,40.7538,1749.42,155.028,92.1322,152.632,325.26,40.3001,175.37,47.5899,119.91,104.3748,147.262,32.448,32.4269,62.8651,146.558,84.6581,46.4458,98.8862,61.0711,49.7925,173.8675,53.1146,9.1632,27.6696,164.169,47.9731,48.4137,43.9712,39.0325,74.7904,72.1438,118.972,86.423,70.1876,67.1908,226.625,81.8791,52.5991,48.6662
2017-03-10,72.2958,36.0261,167.106,78.6471,75.9385,83.864,34.1004,106.2192,37.2185,59.5266,98.826,169.0716,42.623,125.699,124.9475,106.1408,109.845,50.8957,152.157,21.9023,25.4005,76.236,21.3197,56.592,62.107,28.0225,30.0219,59.765,24.457,50.2016,52.6622,37.3403,48.4281,217.174,40.8342,1754.24,156.551,92.219,154.422,325.523,40.5019,174.98,47.8607,121.09,104.3391,149.336,32.556,32.3749,63.6276,146.205,85.0944,46.5805,99.193,61.5212,49.9941,174.6309,52.9592,9.1852,27.9511,164.6,48.5275,47.8347,43.9712,38.8736,74.6223,72.5083,118.164,87.1,70.3996,66.941,226.609,81.9502,52.6644,48.7905
2017-03-13,72.1409,36.1137,167.433,78.9283,76.0051,82.9086,34.1898,106.7938,37.3571,59.3881,99.417,166.7265,42.73,126.195,123.9849,106.5361,109.527,50.1299,152.404,21.8936,25.4005,76.4369,21.3298,56.678,61.9741,27.8917,29.3949,59.5625,25.1306,50.2343,53.0146,37.4155,48.3068,216.982,40.6645,1767.12,156.413,92.3665,154.631,325.785,40.6533,175.39,46.72,121.8,104.1339,149.015,32.57,32.3575,63.3192,145.48,84.8423,46.4374,99.1569,61.6967,50.5065,175.5125,52.8894,9.1926,28.0371,165.221,48.3786,47.9224,43.9552,38.6813,74.4277,72.5083,118.529,87.721,70.2724,66.9743,227.056,81.5946,52.8884,48.6662
2017-03-14,72.5781,36.0334,167.134,78.2637,76.1299,81.3998,34.141,107.5503,36.6236,59.0744,99.208,164.9397,42.627,125.964,123.4649,106.8472,109.69,50.1689,151.457,21.9109,25.4824,76.1774,21.1888,56.436,62.6563,27.908,29.4116,59.2864,25.1133,50.1608,52.7629,37.5283,48.1088,216.597,40.0125,1769.0,155.725,90.5617,153.586,324.431,40.5776,174.73,46.523,121.44,104.0715,148.25,32.521,32.4529,63.105,146.09,84.2217,46.0672,98.5523,61.6967,49.5321,173.9311,53.0381,9.1999,28.0607,163.66,48.18,47.6066,44.0192,38.6228,74.7108,72.8282,117.503,87.182,69.9587,66.5164,226.052,81.5591,53.4577,48.7159
2017-03-15,72.1591,36.6028,167.115,79.5417,76.3129,82.5523,34.263,107.129,37.3571,59.8111,100.305,166.1681,42.649,126.64,123.5282,108.4535,109.759,50.5597,152.149,21.7898,25.7878,76.5123,21.4405,57.067,62.5323,28.0062,29.3447,59.5993,25.3033,49.6709,53.0565,38.0926,48.3196,215.775,40.477,1767.98,158.39,91.6116,156.057,328.604,40.6365,174.67,47.3109,122.11,105.829,150.291,32.865,32.7479,63.3534,147.239,84.8132,45.9157,99.9781,62.5588,50.6241,175.6397,53.5859,9.2732,28.3465,165.307,48.4282,47.8435,43.9872,38.3385,75.9669,74.0103,119.449,87.925,70.62,66.3832,227.266,79.9323,53.8123,48.6745
2017-03-16,72.651,36.5298,166.629,79.1072,76.238,81.7789,34.3688,106.9758,37.3571,59.8622,100.139,166.1123,42.671,127.308,124.5329,108.033,109.845,50.1533,151.441,21.8244,25.6388,76.5458,21.365,56.693,62.4083,27.998,29.3781,59.4981,25.6142,49.924,52.788,37.7616,48.0833,217.034,40.1733,1773.98,155.41,91.4988,155.621,330.11,40.7542,174.08,47.0318,122.35,104.4908,148.241,32.918,32.6872,63.3192,147.699,83.7757,45.9326,99.924,62.2689,50.5905,175.5034,53.6407,9.3099,27.9167,164.436,48.2876,48.0716,44.0432,38.7398,75.1796,73.9659,119.028,87.974,69.3738,66.2416,226.001,80.1901,53.7563,49.1802
2017-03-17,72.1774,36.7853,168.415,79.1583,75.4394,81.6425,34.1898,107.0236,37.2348,59.8111,100.94,166.8382,42.616,128.053,123.4157,107.6966,110.411,49.9345,153.072,21.5129,25.5569,76.1774,21.4506,57.253,61.921,27.998,29.4868,59.7098,26.1718,49.2872,52.3769,38.1227,47.9939,213.292,40.3609,1772.63,155.282,91.9674,154.167,324.058,40.2833,172.82,46.1948,127.01,105.5614,138.776,32.755,32.4963,63.3706,148.362,84.0375,45.6801,99.6713,62.4367,50.9013,176.8485,54.0476,9.1486,27.9876,166.696,47.6255,48.9312,43.7711,37.6445,74.2685,74.2414,118.058,88.259,69.7129,65.6754,229.409,78.43,53.943,48.6413
2017-03-20,71.8131,36.6758,167.751,81.2798,74.9319,81.6273,34.3607,107.9334,37.3734,59.8111,100.914,166.1681,42.849,126.512,123.4509,107.6377,110.531,50.0986,153.589,21.1408,25.6016,76.3616,21.3549,57.284,62.0007,28.0389,29.6206,59.765,27.0058,48.7484,52.3349,37.9045,48.2621,211.604,40.1733,1765.44,154.151,91.1778,152.623,322.027,39.6947,172.07,46.2933,126.31,105.49,139.295,33.099,32.5137,63.2335,148.035,83.8436,45.7475,100.0593,61.9332,50.4813,174.74,53.7737,8.9873,27.9146,165.583,47.8407,48.9575,43.4109,37.2849,74.3569,73.1926,118.121,87.419,69.0262,65.6255,229.451,77.1411,54.8296,47.7791
2017-03-21,70.6109,36.6174,164.544,78.7493,72.7023,81.9154,34.5722,107.0141,36.8192,59.6871,101.575,164.1022,42.16,125.493,122.1721,107.0154,110.308,49.9423,152.889,19.9206,25.5048,76.3365,21.1838,56.602,61.9298,27.7117,29.2945,59.1023,26.1323,47.385,51.8231,38.3785,48.4856,203.726,40.0125,1747.14,152.971,89.937,152.35,317.549,39.0305,169.47,45.7188,125.07,104.3391,137.328,32.72,32.158,63.1478,147.451,83.6593,44.9229,98.9133,63.0776,49.5237,174.3492,53.0146,8.5915,28.3358,162.745,47.0048,48.7207,42.1704,35.6711,74.065,72.8104,118.719,86.921,68.7718,65.4506,226.895,74.3587,54.139,46.3033
2017-03-22,70.7384,36.2889,165.497,78.7493,72.8188,82.1808,34.4745,107.3301,36.3873,59.6361,102.941,164.8839,42.403,126.135,122.8045,106.1828,110.806,49.6219,152.961,19.8514,25.6686,76.1691,20.9673,56.486,62.2399,27.8917,29.5704,59.857,26.6653,47.1645,51.3867,38.1679,47.9364,202.039,40.0215,1751.99,152.764,90.2927,151.742,317.811,38.8119,169.3,46.2522,126.21,104.4462,137.821,33.089,32.132,63.1307,148.247,83.6981,45.0827,99.0576,63.1386,49.6581,178.0572,53.085,8.6281,28.4562,163.53,47.2035,49.0277,42.0984,35.2948,74.6223,73.1926,116.217,86.929,69.0361,65.3258,227.25,74.3854,50.3219,45.8722
2017-03-23,70.8932,36.2378,165.759,78.5789,72.7023,81.7865,34.3037,107.4833,36.2488,59.709,103.498,165.3864,42.369,126.674,122.8326,105.8801,110.72,49.45,152.897,19.9639,25.5346,75.9849,20.9673,56.441,61.8944,27.7772,29.4868,59.7098,26.4235,47.3931,51.4706,37.897,47.2659,202.764,39.9857,1748.33,152.096,90.1279,150.161,317.752,38.9128,169.89,45.768,126.87,104.9547,136.661,32.972,32.2881,63.3363,147.557,83.6787,44.7125,98.8411,63.0776,49.5489,171.9408,52.8189,8.5548,28.3874,163.496,47.0131,48.9926,42.0824,35.6126,74.6754,73.2815,117.735,86.219,68.9167,65.1925,227.317,74.4743,51.6752,45.8059
2017-03-24,71.2211,36.267,164.413,78.5108,72.6191,81.8775,34.263,107.3875,35.9391,59.2495,103.82,165.9448,42.281,126.435,122.137,105.5269,111.012,49.3719,152.396,20.0071,25.3186,75.8175,20.9824,56.421,61.6729,27.8753,29.3949,59.811,26.5173,47.4094,51.0846,37.9346,46.7232,199.713,39.95,1753.11,151.496,90.206,149.898,316.914,38.8876,168.66,45.8665,127.7,103.8573,136.414,32.907,32.4269,63.1221,146.779,83.3976,44.6957,98.3447,63.3141,49.1961,170.9684,52.8346,8.5181,28.54,161.736,47.1042,49.8348,42.0744,35.5039,74.4631,73.0682,118.009,85.729,69.0361,65.3507,225.563,74.4921,52.5991,46.2868
2017-03-27,70.6746,35.8728,164.675,77.9655,72.5776,80.581,34.4257,107.6174,36.0939,59.2641,104.42,164.3814,42.341,125.716,122.0948,105.796,111.141,49.3797,151.536,19.9292,25.4527,75.7505,20.8868,56.436,61.7172,27.8017,29.5872,59.9215,26.7097,47.6217,51.1266,37.8443,46.7423,197.151,39.9232,1772.0,152.037,90.258,149.534,317.414,38.8876,167.44,45.9896,128.25,105.1777,135.731,32.963,32.1927,62.9165,146.894,83.4266,44.8724,96.7023,63.1615,49.0786,169.9868,52.8268,8.4009,28.1746,159.985,46.889,50.2032,41.7782,34.768,74.5162,72.4905,116.744,85.509,69.0616,65.3674,225.343,73.0076,52.1978,45.922
2017-03-28,71.6218,35.9896,165.853,79.1924,73.709,81.2558,34.5152,108.259,36.9822,59.6944,104.751,165.3864,42.8,125.998,122.6147,105.6783,111.106,49.4969,151.982,20.3187,25.4378,75.9765,20.922,56.895,62.3019,27.8262,29.7627,60.0964,26.5715,48.5116,51.907,37.6863,46.7359,200.517,39.9232,1788.45,152.086,91.5422,150.215,322.179,39.5182,168.31,46.1209,128.69,105.9718,135.566,33.646,32.1753,63.2078,147.442,83.2812,45.0996,97.7582,63.2683,49.9269,172.577,52.5137,8.5401,28.209,162.53,47.4848,50.3085,42.1864,35.5289,74.9673,73.2371,118.079,86.66,68.8145,65.4506,226.997,74.821,52.8417,46.3945
2017-03-29,71.2666,35.8655,166.105,79.1157,73.4344,81.9382,34.5071,107.761,37.4467,59.8257,105.317,165.7214,43.716,125.861,122.2143,105.0559,110.583,49.7313,151.735,20.2062,25.5644,75.8426,20.8666,56.552,62.674,27.5972,29.7376,60.262,26.4852,48.4871,51.8314,37.581,46.5891,199.748,39.8964,1785.05,151.437,91.6116,148.48,321.146,39.2827,166.59,45.9158,129.58,105.6149,134.208,33.721,32.2881,63.0279,148.026,83.1549,46.4038,98.1665,62.8792,50.0193,173.5131,52.6389,8.5621,28.0564,162.4,47.4683,50.4751,41.6393,35.7882,74.6931,73.0682,119.351,86.529,69.1554,65.5755,226.254,75.2743,52.8977,46.1541
2017-03-30,72.1409,35.8144,166.433,79.4224,74.0667,81.7183,34.6535,108.3835,40.7473,61.0511,105.203,166.7823,43.817,125.784,122.158,104.8373,110.995,49.5829,152.213,20.6562,25.5793,75.5077,21.0227,56.749,63.4271,27.5972,29.8881,60.483,26.9935,49.4015,52.5027,37.3703,46.008,202.17,39.7893,1789.2,151.368,92.7917,149.888,324.219,39.9638,167.36,45.4316,129.61,105.8112,135.295,33.677,32.5397,62.7451,148.432,83.2521,46.4879,99.0649,62.5893,50.0697,176.4667,52.8502,8.5621,27.5363,162.823,47.3359,51.019,41.937,36.3149,74.9761,73.1482,119.478,87.043,69.0275,65.6505,228.194,77.4611,52.3004,46.6267
2017-03-31,72.0499,35.5881,165.385,79.0305,73.0767,81.4074,34.5234,108.5846,40.6413,59.8184,105.752,166.3915,44.327,125.681,122.3548,104.7448,111.244,49.6532,152.253,20.4139,25.475,75.2147,20.917,56.628,63.8613,27.6463,30.1557,60.621,26.8775,48.8382,52.3853,37.4531,45.6057,200.858,39.6642,1779.97,151.063,91.9066,148.998,324.617,39.7116,166.68,44.6273,130.13,105.8112,135.039,33.613,32.6091,62.7108,148.256,83.0675,46.4374,98.7836,62.5664,50.2797,177.3574,53.1554,8.5328,27.5879,161.46,47.4517,51.2208,41.4381,35.8216,74.4012,73.0682,120.876,87.566,68.6611,65.3591,225.714,77.0344,52.0111,46.1458
2017-04-03,71.5763,35.902,165.189,78.613,72.8105,81.7334,34.4989,108.4026,40.299,59.8622,105.412,166.8382,44.576,125.502,122.6077,104.8625,111.244,49.5985,151.767,20.4139,25.4973,75.0724,20.927,56.486,63.6398,27.4663,30.2309,60.3357,26.7418,48.7239,51.8482,37.5885,45.7334,200.194,39.7178,1773.99,152.027,91.5422,150.434,323.415,39.6275,166.87,44.4878,129.59,105.2759,134.891,33.623,32.7202,62.8651,147.38,83.019,45.4614,98.711,62.7495,50.2461,177.5483,52.5137,8.3862,27.6631,161.926,46.7566,51.2646,41.4783,35.7129,74.7019,72.9171,122.302,86.831,69.0616,64.9844,226.625,76.2699,51.8525,46.0049
2017-04-04,71.2757,35.9969,167.106,80.1977,73.0531,82.3855,34.7186,108.2494,40.5272,60.081,105.055,167.6199,45.342,125.262,122.6218,104.8541,110.969,49.7548,151.345,20.284,25.5718,75.265,20.9874,57.021,63.7992,27.5654,30.3312,60.5014,24.8666,48.7239,52.1755,37.6337,45.9441,200.456,39.4588,1767.38,150.197,93.0173,149.87,322.323,39.493,166.86,44.4304,130.04,106.4089,135.278,33.873,32.9205,63.0793,147.867,82.815,44.9565,99.3644,62.8411,50.1537,178.3753,52.4198,8.3349,27.8394,161.909,46.9055,51.1594,41.4059,35.5457,76.1526,72.5171,119.843,87.019,68.7122,64.8345,227.368,75.7899,51.3672,45.7644
2017-04-05,71.1111,35.7852,165.591,80.2914,72.116,82.3703,34.6291,108.2111,40.022,60.1977,104.968,167.3407,45.464,125.519,121.4695,104.955,111.93,49.6766,151.385,20.0504,25.4601,75.3152,20.8968,56.774,63.4803,27.2271,30.2811,60.3449,24.6815,48.6504,51.7056,37.9422,45.9314,199.057,39.1194,1761.77,150.237,92.6355,150.234,322.416,39.5182,165.83,43.8765,129.89,105.3919,133.533,33.698,32.5285,62.9422,147.646,83.3006,44.3844,99.1375,63.2225,50.0277,177.9936,52.0207,8.2542,28.0758,161.017,46.7318,51.0716,41.068,34.9018,75.7457,72.5438,119.653,87.109,68.3883,64.1351,225.192,74.7854,51.3112,45.5821
2017-04-06,71.2574,35.776,165.862,81.6376,72.3587,82.8632,34.7104,108.259,40.5924,60.5478,106.108,167.1173,44.914,126.032,121.1673,105.1653,111.707,49.4188,151.107,20.1283,25.4005,74.838,20.6829,56.728,63.2854,27.2931,30.1222,60.5014,24.8616,48.8953,51.8902,37.7164,45.6057,199.914,39.0033,1773.52,150.424,92.9045,150.206,325.116,39.7788,166.47,44.0501,130.15,106.4982,133.541,33.613,33.2167,62.6594,150.316,83.6503,45.0743,100.2174,63.0089,50.1369,178.1208,52.0285,8.2616,27.8866,161.406,46.7814,50.8085,41.3174,35.1945,75.5069,72.8549,119.309,87.051,68.3713,64.1185,225.301,74.8743,51.4605,45.9054
2017-04-07,71.1203,35.9459,167.246,81.382,72.1077,82.5371,34.6616,107.8089,40.3724,60.3655,106.256,167.4524,44.744,125.938,120.9495,105.0559,111.544,49.3328,151.186,20.0417,25.3931,74.6957,20.6778,57.021,64.5878,27.1941,30.1222,60.4553,24.7555,48.5198,51.4706,37.3854,45.7909,199.25,39.1462,1769.56,150.581,92.8698,150.824,326.741,39.6443,166.17,44.1576,130.22,106.0342,134.471,33.539,33.1252,62.9336,150.846,83.592,44.7967,99.201,62.7572,49.8597,177.8118,52.1067,8.2323,27.7083,162.914,46.6076,50.8962,41.1565,35.0774,75.4715,73.006,119.316,85.68,68.4991,64.1768,227.933,74.261,51.4325,45.466
2017-04-10,70.8642,35.8573,166.04,82.7622,71.8566,82.9693,34.7267,107.6652,40.8695,60.6353,107.113,167.564,45.352,126.863,120.2891,104.5682,111.561,48.8796,150.963,19.9206,25.3484,74.9134,20.5708,56.966,64.7295,27.2353,29.9299,60.3173,24.1239,48.3973,51.5881,37.3703,45.8228,200.133,38.9318,1775.97,150.915,93.3817,150.334,326.631,39.5686,166.35,44.0997,130.16,106.6766,133.986,33.499,32.816,63.1735,151.377,83.6308,45.2594,99.4823,62.864,50.0781,177.9118,51.9815,8.2469,27.8157,162.585,46.7731,50.8348,40.8588,35.044,75.6042,73.2548,120.496,86.847,68.4395,64.7846,226.921,73.5765,51.2365,45.2173
2017-04-11,70.6539,35.9754,166.984,82.7281,71.7311,82.6205,34.7023,108.2781,40.8695,60.4238,107.358,167.7315,45.118,126.854,119.8534,104.4672,112.608,48.903,151.25,19.8341,25.2665,75.1729,20.5351,57.097,65.0573,27.1611,29.8798,60.2713,24.2102,48.1932,51.0091,37.092,46.0271,199.127,39.161,1768.4,150.345,93.3731,150.652,325.074,39.7368,165.7,43.7938,129.95,106.3286,134.249,33.138,32.4327,63.1478,150.855,83.728,45.1921,100.8707,62.7037,50.1705,175.3943,51.6685,8.2689,27.7921,163.208,45.8049,50.7734,40.9473,34.768,76.0111,73.246,121.803,86.301,68.3116,65.0843,227.967,73.8609,51.2552,44.9022
2017-04-12,70.1235,36.138,164.628,80.8197,71.455,82.6205,34.9301,108.2494,40.2909,60.5186,107.017,166.224,44.812,125.433,119.9096,105.4596,112.66,49.2703,150.956,19.6004,25.259,75.5998,20.6625,56.643,65.0662,26.9136,29.7878,60.0411,24.0104,47.7687,50.4889,37.3628,46.0782,197.387,39.0711,1750.01,149.942,91.6029,150.406,322.865,39.4257,165.11,43.8021,129.38,105.4811,134.2,33.178,32.4849,63.4049,150.448,83.2812,44.9313,99.2282,63.1539,49.0702,169.3234,51.825,8.2323,28.0478,161.441,44.1829,50.5102,40.7944,34.3416,76.2941,72.766,121.754,85.06,68.269,64.9095,226.482,73.2654,51.8618,44.04
2017-04-13,69.3187,35.9164,164.226,79.3202,70.6183,80.4445,34.8081,108.4026,39.6226,59.585,107.218,165.0514,44.234,124.894,119.1157,105.1148,112.231,48.9264,150.12,19.3322,25.2293,75.3654,20.5198,56.567,64.8093,26.7485,29.4701,59.7834,23.5613,47.385,49.9686,37.1823,45.5291,195.262,38.3432,1738.77,149.666,90.9175,149.861,320.799,39.0305,162.9,43.6699,129.05,104.803,133.015,33.003,32.3543,63.1135,149.272,83.3103,44.9229,98.0032,63.0089,48.6082,166.9786,52.052,8.1443,28.1037,161.779,43.6864,50.4488,40.2151,34.0238,75.9669,72.0461,122.148,84.66,68.1923,64.9095,226.052,72.0209,51.6472,42.5725
2017-04-14,69.3187,35.9164,164.226,79.3202,70.6183,80.4445,34.8081,108.4026,39.6226,59.585,107.218,165.0514,44.234,124.894,119.1157,105.1148,112.231,48.9264,150.12,19.3322,25.2293,75.3654,20.5198,56.567,64.8093,26.7485,29.4701,59.7834,23.5613,47.385,49.9686,37.1823,45.5291,195.262,38.3432,1738.77,149.666,90.9175,149.861,320.799,39.0305,162.9,43.6699,129.05,104.803,133.015,33.003,32.3543,63.1135,149.272,83.3103,44.9229,98.0032,63.0089,48.6082,166.9786,52.052,8.1443,28.1037,161.779,43.6864,50.4488,40.2151,34.0238,75.9669,72.0461,122.148,84.66,68.1923,64.9095,226.052,72.0209,51.6472,42.5725
